x,y
58.2136082599,91.881891513
58.1960536923,92.21498864819999
58.7182307185,90.31053208700001
57.27837287,89.9076067166
58.082020494,92.00814501010001
57.4894477748,88.08528556290001
28.088741319,63.5107944263
28.085468213600002,63.5901969481
28.087273053,63.1232828116
27.578025217600004,62.821038656599995
27.7799191139,63.518147516999996
28.5889998149,63.0240805653
28.7391414969,62.7208638859
27.024603240700003,62.9018588649
28.8013366963,63.389040388000005
27.186463838,63.5587296478
29.2851466002,63.3836058254
39.4029453026,51.1508571967
28.8113284396,61.3578540576
34.3039579069,56.542125909300005
29.6027609801,60.157346722
49.116156860299995,63.6600006211
39.6175458263,62.9251879574
43.23308466,63.1652187223
64.8927879422,65.81417675739999
62.4901493154,74.5842896072
68.98808442939999,63.232147305
62.105618630600006,75.99087075989999
32.4618467439,62.8819029189
41.3272006535,49.070251273900006
44.007149932299995,46.4496737846
44.0740606888,34.5532038906
44.00131523859999,33.9042073544
45.0063004454,38.2990195507
44.4438406096,36.0190833012
42.1787133986,26.492119482
44.0445656189,35.6622382764
41.6404540171,27.093095421300003
41.9383300069,24.991522979299997
44.0539275103,33.556392494899995
39.2067193308,51.5337156971
28.7044492315,61.777525400600005
31.7086628996,58.837754374
42.8117114739,30.0204484197
43.300614891,31.5264261979
40.3986329069,16.3470083822
40.4356915763,20.232670676199998
40.9365466658,16.913004836400003
39.661573665300004,15.609355577
40.899259175,20.7985289466
41.9686168283,26.497072598499997
40.383405823800004,21.3912255247
56.538126453800004,32.4442454697
52.9706912828,29.040196694099997
54.6209525885,30.3445244537
65.0990443941,27.2415575588
63.055990907600005,29.7090956748
70.9601362323,41.2595012867
69.8958192404,43.453759265500004
70.5958928563,41.9647438672
69.64702142729999,44.044445022
77.392982494,63.371459055200006
64.4007871926,67.44871844720001
63.8689598271,70.2137388333
56.5944213157,86.9270062202
56.5313372853,87.49981107129999
59.652158369700004,87.80946159209999
56.6365087005,85.637495556
58.6722880025,90.07716030700001
58.221612726400004,90.4110187715
57.914664476800006,89.95380276770001
55.315509058100005,80.2518606944
54.575728587700006,77.5362884724
54.4130936504,78.2290865878
55.0745059041,79.8175464166
29.432960515599998,60.8017765444
29.422686066500003,63.0684648229
29.005614157600004,63.390751333400004
58.4618385916,90.2653263904
57.997804738999996,92.1599086113
57.5494740761,90.74890655809999
59.5299284566,88.3272741451
58.249391063100006,92.1296814778
58.0245140126,91.6944211685
58.3821244904,90.5534760692
62.5667590405,77.7439347591
72.1758243064,63.128929417600006
79.4727615693,63.4086861199
80.3577008812,63.2954375404
78.7572361375,53.3326200111
82.5402395934,56.5410522935
86.43589719090001,59.7927618087
79.4886844186,53.651674264099995
81.5304203188,56.0253645659
79.1867885665,53.2347918468
77.8990579454,51.8224583343
75.1307142075,23.3724419733
76.0580137544,16.383749688199998
57.614674387600004,33.8224476502
56.1713975295,32.1179887719
66.2878905956,26.117109745300002
67.8817196169,24.2360184109
64.0280813016,27.6726855125
77.4966517463,14.9485235577
77.6346517616,14.461853927
77.86372642890001,14.610677649100001
77.3381581659,15.890054658
76.1804165329,15.9125737458
77.2526510945,15.1515170246
77.4133752817,15.221927976199998
76.7318493982,16.2168461441
49.4711054118,25.063019306199998
42.4765399431,18.338473563599997
43.595115862200004,19.9942009773
50.3399696652,26.4713966117
40.748980256100005,16.1821416622
38.3865255803,14.5802151464
38.4040152085,14.4519484496
38.7642788913,14.365590474400001
41.4701423265,17.2780334445
47.1554048146,22.3779325323
39.5825667453,17.6484528361
41.7402438167,17.8293243101
39.3118718889,15.6407169743
41.6798476925,17.7459190133
39.0874644519,15.1223039378
41.4815028637,18.0474374446
77.6060865492,15.162872538299998
75.9826615205,16.3069223786
76.94575724239999,15.858478334
77.5437200743,15.253949149
77.5847398447,15.8300393854
76.8223042562,15.595165319500001
77.3485716647,15.7745292395
77.5731526867,14.7806458332
77.9726106776,14.9556987461
41.528919758600004,24.9164251896
43.722550803400004,19.0773278036
79.32607817510001,52.9003912897
56.663974081499994,87.9401250067
57.8217892319,90.6931665489
58.2431718991,92.1043278652
