x,y
55.993030151300005,79.27726369770001
50.0322537946,79.013071199
51.288458659300005,82.4359398425
51.170536887299995,79.1652941091
44.377914528699996,78.1646280036
45.0102700721,77.8808631153
48.559816719,78.7883706035
42.1422682922,76.88063455439999
41.0269715735,76.4095884613
34.5753090115,72.7248411845
31.1686007236,69.24542131930001
32.6442540714,70.7325550334
26.666645653899998,62.98097120520001
26.459262327399998,62.6346733709
25.538007646500002,60.6302361093
26.3207111933,62.396281118599994
26.1633874648,62.02681489850001
25.2137904611,60.273398601800004
26.8595295604,63.14183467270001
31.7606691716,69.7976553936
39.793290574400004,75.8079642168
45.6174391854,78.11997022770001
53.7714606827,79.3029316435
56.4514336733,79.2471070208
66.0937201989,77.01781826060001
56.9258394194,79.20631862260001
58.9882538467,78.9172589554
57.902266053299996,79.0808678187
64.81286695680001,77.4869389235
60.3497935166,78.7294458673
48.890555756000005,16.8065435154
47.549506348,17.0714045245
30.889430825700003,26.3290372348
28.972835724,29.0504689185
35.1613607523,22.7868496473
45.870369168500005,17.4893933655
32.8314206076,24.797538145900003
39.4855747899,20.0330500489
33.446182931399996,24.1906434075
21.863581275599998,46.0525933457
25.1658708449,35.7666139539
22.9594789762,51.2877067934
25.586055241500002,60.846583358500006
26.314310067199997,33.297168103800004
33.037301251,24.5644624921
36.4688894772,21.8761144725
26.5135531009,32.918749817800006
36.0270912125,22.1954385395
42.681040412899996,18.5425361977
45.04107712729999,17.7345177303
47.352416455699995,17.134745426400002
53.8461940322,16.3873180961
55.129639383500006,16.353246871099998
52.188119961700004,16.4182174652
58.672663084499995,16.6633724322
82.1443116037,33.1952218669
75.6865711383,24.7415103908
85.344964503,52.886419866000004
83.8446535127,58.616060230500004
85.66476066,45.5427527692
77.931004934,68.6900618808
73.0318330209,73.12057473
70.1028044999,75.6832068542
57.1446946889,79.1941025922
46.9624619942,78.6665589963
50.5649338128,79.0772985529
53.7196765696,79.306936167
54.2002323226,79.3250023354
47.875198343,78.6758534295
51.473458514899995,79.1598669963
52.7512222162,79.2936599344
48.5622230047,78.7823835275
53.0812416908,79.2972507654
56.475383373999996,79.1678400979
49.570911405,79.0381238831
37.6277032991,74.5575043418
32.2637000863,70.3166389012
32.542380336,70.7024172063
52.825017192299995,85.5781338795
58.528289540699994,78.9787042541
56.265834263,79.2529394854
57.075892419300004,79.1939225382
54.2564023808,79.3138648504
62.6856712475,78.1747432719
68.0856058616,76.1123175001
65.1181219632,77.3991884543
68.7456312971,75.7900554548
63.0902251412,78.041409495
77.2045893204,69.3121497658
82.0339084758,62.6818697859
81.5779459183,63.8949255005
85.1801432805,53.78167666069999
84.28682499359999,57.2561680896
85.62248671260001,45.0241658646
85.6044990156,50.762337905500004
84.4247858276,38.761410164000004
85.570985078,44.560096439700004
84.62672420060001,39.4870775084
73.39615492520001,22.816247942600004
73.5074477338,22.8569887644
63.356488113500006,17.7240688424
72.9590468722,22.5114998325
64.0208416469,17.8835812521
61.124463241,17.1163533592
75.6742073297,24.782500965700002
69.51358315739999,20.2793578927
58.572135466899994,16.642703808
70.98194098649999,21.145888103900003
65.2230303973,18.3971951223
65.3150439093,18.3337482986
64.0102406778,17.9244781912
57.140935929399994,16.598610543699998
56.365153255200006,16.3265463742
43.046183241,18.4025593948
52.081755558199994,16.4538745312
42.8790365154,18.4894110252
51.5669948027,16.4857136372
58.8391251216,16.6376352154
60.7557891374,17.0332315064
54.761156118100004,16.3661890954
53.5699050003,16.339712550599998
48.914618241599996,16.7986370826
52.646137306899995,16.3848363836
49.8384929905,16.6763302777
52.6840664009,16.4079627826
65.8072190346,18.1407649473
60.6739209233,17.0518023644
63.394712866000006,17.7005351354
64.8020094467,18.2168786335
65.0259398087,18.2878245002
65.7555515404,18.5162158303
69.9677341245,20.5389887758
68.8927840241,20.0324488429
61.8265465579,17.2696554452
60.7879700808,17.046204858299998
61.9156096372,17.282191222799998
45.028997533100004,17.7244473049
39.921362808400005,19.7018495281
84.79427787510001,55.568650373500006
55.662958744899996,83.35647962430001
50.4922475132,78.997532065
51.4671011416,79.2018445773
